Meta data,,,
Physical channel,Start Time,Sample Interval,Sample Count
Channel 0 (PXI1Slot5/0),-0.110998515,0.00000222,100000
,,,
Data,,,
Voltage,Time,,
0.194280022,-0.110998515,,
0.194012969,-0.110996295,,
0.194280022,-0.110994075,,
0.194146495,-0.110991855,,
0.194280022,-0.110989635,,
0.194413548,-0.110987415,,
0.195348232,-0.110985195,,
0.194146495,-0.110982975,,
0.194280022,-0.110980755,,
0.194413548,-0.110978535,,
0.194680601,-0.110976315,,
0.194280022,-0.110974095,,
0.193745917,-0.110971875,,
0.193879443,-0.110969655,,
0.193879443,-0.110967435,,
0.194146495,-0.110965215,,
0.194413548,-0.110962995,,
0.194012969,-0.110960775,,
0.194814127,-0.110958555,,
0.19361239,-0.110956335,,
0.194146495,-0.110954115,,
0.193745917,-0.110951895,,
0.193345338,-0.110949675,,
0.193879443,-0.110947455,,
0.193879443,-0.110945235,,
0.194012969,-0.110943015,,
0.193078285,-0.110940795,,
0.19361239,-0.110938575,,
0.193879443,-0.110936355,,
0.194012969,-0.110934135,,
0.193478864,-0.110931915,,
0.194146495,-0.110929695,,
0.194280022,-0.110927475,,
0.193879443,-0.110925255,,
0.19254418,-0.110923035,,
0.193478864,-0.110920815,,
0.193211811,-0.110918595,,
0.194280022,-0.110916375,,
0.193478864,-0.110914155,,
0.192811232,-0.110911935,,
0.194814127,-0.110909715,,
0.19361239,-0.110907495,,
0.19254418,-0.110905275,,
0.194280022,-0.110903055,,
0.193745917,-0.110900835,,
0.193345338,-0.110898615,,
0.194146495,-0.110896395,,
0.193078285,-0.110894175,,
0.193211811,-0.110891955,,
0.193078285,-0.110889735,,
0.19361239,-0.110887515,,
0.194947653,-0.110885295,,
0.194280022,-0.110883075,,
0.194146495,-0.110880855,,
0.193879443,-0.110878635,,
0.194280022,-0.110876415,,
0.193478864,-0.110874195,,
0.194547074,-0.110871975,,
0.193345338,-0.110869755,,
0.194947653,-0.110867535,,
0.194814127,-0.110865315,,
0.193745917,-0.110863095,,
0.194146495,-0.110860875,,
0.194146495,-0.110858655,,
0.194280022,-0.110856435,,
0.194012969,-0.110854215,,
0.194814127,-0.110851995,,
0.194547074,-0.110849775,,
0.195214706,-0.110847555,,
0.194814127,-0.110845335,,
0.194680601,-0.110843115,,
0.194947653,-0.110840895,,
0.194947653,-0.110838675,,
0.194680601,-0.110836455,,
