Meta data,,,
Physical channel,Start Time,Sample Interval,Sample Count
Channel 0 (PXI1Slot5/0),-0.556497302,0.00001113,100000
,,,
Data,,,
Voltage,Time,,
0.050889988,-0.556497302,,
0.050889988,-0.556486172,,
0.050889988,-0.556475042,,
0.054243075,-0.556463912,,
0.050889988,-0.556452782,,
0.053572458,-0.556441652,,
0.048207519,-0.556430522,,
0.051560606,-0.556419392,,
0.053572458,-0.556408262,,
0.051560606,-0.556397132,,
0.049548753,-0.556386002,,
0.049548753,-0.556374872,,
0.050219371,-0.556363742,,
0.050219371,-0.556352612,,
0.053572458,-0.556341482,,
0.046195666,-0.556330352,,
0.048207519,-0.556319222,,
0.048207519,-0.556308092,,
0.052231223,-0.556296962,,
0.048878136,-0.556285832,,
0.050889988,-0.556274702,,
0.049548753,-0.556263572,,
0.052231223,-0.556252442,,
0.050889988,-0.556241312,,
0.051560606,-0.556230182,,
0.053572458,-0.556219052,,
0.048878136,-0.556207922,,
0.049548753,-0.556196792,,
0.050889988,-0.556185662,,
0.052231223,-0.556174532,,
0.053572458,-0.556163402,,
0.049548753,-0.556152272,,
0.049548753,-0.556141142,,
0.051560606,-0.556130012,,
0.048878136,-0.556118882,,
0.05290184,-0.556107752,,
0.050889988,-0.556096622,,
0.049548753,-0.556085492,,
0.056925545,-0.556074362,,
0.05290184,-0.556063232,,
0.051560606,-0.556052102,,
0.054913693,-0.556040972,,
0.050219371,-0.556029842,,
0.051560606,-0.556018712,,
0.051560606,-0.556007582,,
0.050889988,-0.555996452,,
0.054913693,-0.555985322,,
0.051560606,-0.555974192,,
0.050889988,-0.555963062,,
0.048878136,-0.555951932,,
0.051560606,-0.555940802,,
0.052231223,-0.555929672,,
0.054243075,-0.555918542,,
0.050219371,-0.555907412,,
0.053572458,-0.555896282,,
0.050219371,-0.555885152,,
0.047536901,-0.555874022,,
0.051560606,-0.555862892,,
0.051560606,-0.555851762,,
0.05290184,-0.555840632,,
0.050219371,-0.555829502,,
0.050219371,-0.555818372,,
0.052231223,-0.555807242,,
0.054243075,-0.555796112,,
0.053572458,-0.555784982,,
0.049548753,-0.555773852,,
0.051560606,-0.555762722,,
0.049548753,-0.555751592,,
0.050219371,-0.555740462,,
0.052231223,-0.555729332,,
0.052231223,-0.555718202,,
0.053572458,-0.555707072,,
0.050219371,-0.555695942,,
0.050889988,-0.555684812,,
0.052231223,-0.555673682,,
0.052231223,-0.555662552,,
0.054913693,-0.555651422,,
0.051560606,-0.555640292,,
0.051560606,-0.555629162,,
0.051560606,-0.555618032,,
0.05558431,-0.555606902,,
0.051560606,-0.555595772,,
0.051560606,-0.555584642,,
0.047536901,-0.555573512,,
0.049548753,-0.555562382,,
0.048207519,-0.555551252,,
0.048207519,-0.555540122,,
0.054243075,-0.555528992,,
0.048878136,-0.555517862,,
0.05290184,-0.555506732,,
0.052231223,-0.555495602,,
0.051560606,-0.555484472,,
0.050889988,-0.555473342,,
0.046866284,-0.555462212,,
0.050889988,-0.555451082,,
0.052231223,-0.555439952,,
0.052231223,-0.555428822,,
