Meta data,,,
Physical channel,Start Time,Sample Interval,Sample Count
Channel 0 (PXI1Slot5/0),-0.556491618,0.00001113,100000
,,,
Data,,,
Voltage,Time,,
0.021382823,-0.556491618,,
0.022053441,-0.556480488,,
0.023394675,-0.556469358,,
0.020041588,-0.556458228,,
0.020712206,-0.556447098,,
0.016688501,-0.556435968,,
0.020041588,-0.556424838,,
0.022053441,-0.556413708,,
0.020712206,-0.556402578,,
0.02473591,-0.556391448,,
0.02473591,-0.556380318,,
0.017359119,-0.556369188,,
0.017359119,-0.556358058,,
0.022724058,-0.556346928,,
0.023394675,-0.556335798,,
0.022724058,-0.556324668,,
0.024065293,-0.556313538,,
0.020712206,-0.556302408,,
0.018700354,-0.556291278,,
0.020712206,-0.556280148,,
0.018700354,-0.556269018,,
0.021382823,-0.556257888,,
0.020712206,-0.556246758,,
0.020712206,-0.556235628,,
0.021382823,-0.556224498,,
0.020712206,-0.556213368,,
0.020712206,-0.556202238,,
0.017359119,-0.556191108,,
0.021382823,-0.556179978,,
0.019370971,-0.556168848,,
0.017359119,-0.556157718,,
0.020712206,-0.556146588,,
0.018700354,-0.556135458,,
0.020041588,-0.556124328,,
0.019370971,-0.556113198,,
0.016688501,-0.556102068,,
0.016017884,-0.556090938,,
0.020712206,-0.556079808,,
0.018700354,-0.556068678,,
0.017359119,-0.556057548,,
0.016688501,-0.556046418,,
0.018029736,-0.556035288,,
0.018700354,-0.556024158,,
0.018700354,-0.556013028,,
0.017359119,-0.556001898,,
0.013335414,-0.555990768,,
0.014676649,-0.555979638,,
0.018700354,-0.555968508,,
0.020041588,-0.555957378,,
0.018029736,-0.555946248,,
0.019370971,-0.555935118,,
0.016017884,-0.555923988,,
0.018029736,-0.555912858,,
0.015347267,-0.555901728,,
0.018029736,-0.555890598,,
0.014676649,-0.555879468,,
0.018029736,-0.555868338,,
0.018700354,-0.555857208,,
0.016017884,-0.555846078,,
0.020041588,-0.555834948,,
0.013335414,-0.555823818,,
0.016688501,-0.555812688,,
0.015347267,-0.555801558,,
0.018029736,-0.555790428,,
0.014006032,-0.555779298,,
0.018700354,-0.555768168,,
0.016688501,-0.555757038,,
0.014676649,-0.555745908,,
0.014676649,-0.555734778,,
0.016688501,-0.555723648,,
0.018700354,-0.555712518,,
0.020041588,-0.555701388,,
0.016017884,-0.555690258,,
0.018029736,-0.555679128,,
0.019370971,-0.555667998,,
0.018029736,-0.555656868,,
0.020712206,-0.555645738,,
0.019370971,-0.555634608,,
0.022724058,-0.555623478,,
0.022724058,-0.555612348,,
0.019370971,-0.555601218,,
0.019370971,-0.555590088,,
0.022053441,-0.555578958,,
0.020712206,-0.555567828,,
0.023394675,-0.555556698,,
0.017359119,-0.555545568,,
0.020041588,-0.555534438,,
0.021382823,-0.555523308,,
0.022053441,-0.555512178,,
0.022053441,-0.555501048,,
0.018700354,-0.555489918,,
0.018700354,-0.555478788,,
0.020041588,-0.555467658,,
0.021382823,-0.555456528,,
0.020712206,-0.555445398,,
0.018029736,-0.555434268,,
0.023394675,-0.555423138,,
0.020712206,-0.555412008,,
0.019370971,-0.555400878,,
0.018029736,-0.555389748,,
0.020712206,-0.555378618,,
0.018700354,-0.555367488,,
0.018029736,-0.555356358,,
0.020041588,-0.555345228,,
0.019370971,-0.555334098,,
0.019370971,-0.555322968,,
0.019370971,-0.555311838,,
0.023394675,-0.555300708,,
0.017359119,-0.555289578,,
0.02473591,-0.555278448,,
0.024065293,-0.555267318,,
0.017359119,-0.555256188,,
0.017359119,-0.555245058,,
0.020041588,-0.555233928,,
0.016688501,-0.555222798,,
0.020712206,-0.555211668,,
0.014006032,-0.555200538,,
0.018029736,-0.555189408,,
0.020041588,-0.555178278,,
0.018700354,-0.555167148,,
0.021382823,-0.555156018,,
0.017359119,-0.555144888,,
0.020041588,-0.555133758,,
0.018029736,-0.555122628,,
0.019370971,-0.555111498,,
0.018029736,-0.555100368,,
0.016688501,-0.555089238,,
0.016017884,-0.555078108,,
0.016688501,-0.555066978,,
0.018700354,-0.555055848,,
0.016688501,-0.555044718,,
0.015347267,-0.555033588,,
0.018700354,-0.555022458,,
0.018029736,-0.555011328,,
0.016017884,-0.555000198,,
0.015347267,-0.554989068,,
0.014006032,-0.554977938,,
0.018700354,-0.554966808,,
0.020712206,-0.554955678,,
0.01199418,-0.554944548,,
0.015347267,-0.554933418,,
0.018029736,-0.554922288,,
0.019370971,-0.554911158,,
0.019370971,-0.554900028,,
0.020041588,-0.554888898,,
0.020712206,-0.554877768,,
0.020041588,-0.554866638,,
0.019370971,-0.554855508,,
0.019370971,-0.554844378,,
0.014006032,-0.554833248,,
0.017359119,-0.554822118,,
0.014676649,-0.554810988,,
0.014676649,-0.554799858,,
0.018029736,-0.554788728,,
0.020041588,-0.554777598,,
0.019370971,-0.554766468,,
0.016688501,-0.554755338,,
0.020712206,-0.554744208,,
0.018029736,-0.554733078,,
0.016688501,-0.554721948,,
0.024065293,-0.554710818,,
0.022053441,-0.554699688,,
0.021382823,-0.554688558,,
0.016688501,-0.554677428,,
0.019370971,-0.554666298,,
0.020712206,-0.554655168,,
0.019370971,-0.554644038,,
0.020712206,-0.554632908,,
0.016688501,-0.554621778,,
0.019370971,-0.554610648,,
0.022053441,-0.554599518,,
0.017359119,-0.554588388,,
0.018700354,-0.554577258,,
0.017359119,-0.554566128,,
0.020041588,-0.554554998,,
0.019370971,-0.554543868,,
0.017359119,-0.554532738,,
0.016688501,-0.554521608,,
0.016017884,-0.554510478,,
0.021382823,-0.554499348,,
0.020041588,-0.554488218,,
0.019370971,-0.554477088,,
0.013335414,-0.554465958,,
0.022724058,-0.554454828,,
0.016017884,-0.554443698,,
0.017359119,-0.554432568,,
0.016017884,-0.554421438,,
0.017359119,-0.554410308,,
0.015347267,-0.554399178,,
0.018700354,-0.554388048,,
0.017359119,-0.554376918,,
0.015347267,-0.554365788,,
0.016688501,-0.554354658,,
0.020041588,-0.554343528,,
0.016688501,-0.554332398,,
0.019370971,-0.554321268,,
0.018029736,-0.554310138,,
0.014676649,-0.554299008,,
0.017359119,-0.554287878,,
0.016688501,-0.554276748,,
0.016688501,-0.554265618,,
0.016017884,-0.554254488,,
0.016688501,-0.554243358,,
0.016017884,-0.554232228,,
0.016688501,-0.554221098,,
0.020041588,-0.554209968,,
0.016017884,-0.554198838,,
0.016688501,-0.554187708,,
0.016017884,-0.554176578,,
0.018700354,-0.554165448,,
0.016017884,-0.554154318,,
0.018029736,-0.554143188,,
0.019370971,-0.554132058,,
0.014676649,-0.554120928,,
0.014676649,-0.554109798,,
0.016017884,-0.554098668,,
0.020712206,-0.554087538,,
0.019370971,-0.554076408,,
0.018029736,-0.554065278,,
0.016017884,-0.554054148,,
0.019370971,-0.554043018,,
0.017359119,-0.554031888,,
0.020041588,-0.554020758,,
0.019370971,-0.554009628,,
0.019370971,-0.553998498,,
0.018029736,-0.553987368,,
0.022053441,-0.553976238,,
0.017359119,-0.553965108,,
0.018029736,-0.553953978,,
0.014676649,-0.553942848,,
0.019370971,-0.553931718,,
0.015347267,-0.553920588,,
0.016688501,-0.553909458,,
0.019370971,-0.553898328,,
0.021382823,-0.553887198,,
0.018700354,-0.553876068,,
0.016688501,-0.553864938,,
0.021382823,-0.553853808,,
0.018029736,-0.553842678,,
0.015347267,-0.553831548,,
0.014006032,-0.553820418,,
0.019370971,-0.553809288,,
0.016017884,-0.553798158,,
0.014006032,-0.553787028,,
0.018700354,-0.553775898,,
0.018700354,-0.553764768,,
0.022724058,-0.553753638,,
0.019370971,-0.553742508,,
0.019370971,-0.553731378,,
0.017359119,-0.553720248,,
0.017359119,-0.553709118,,
0.016688501,-0.553697988,,
0.018700354,-0.553686858,,
0.017359119,-0.553675728,,
0.02473591,-0.553664598,,
0.021382823,-0.553653468,,
0.020712206,-0.553642338,,
0.020041588,-0.553631208,,
0.020712206,-0.553620078,,
0.021382823,-0.553608948,,
0.023394675,-0.553597818,,
0.016688501,-0.553586688,,
0.016688501,-0.553575558,,
0.021382823,-0.553564428,,
0.019370971,-0.553553298,,
0.020041588,-0.553542168,,
0.018700354,-0.553531038,,
0.020041588,-0.553519908,,
0.022724058,-0.553508778,,
0.022053441,-0.553497648,,
0.016688501,-0.553486518,,
0.022053441,-0.553475388,,
0.020041588,-0.553464258,,
0.019370971,-0.553453128,,
0.022053441,-0.553441998,,
0.022724058,-0.553430868,,
0.019370971,-0.553419738,,
0.018700354,-0.553408608,,
