Meta data,,,
Physical channel,Start Time,Sample Interval,Sample Count
Channel 0 (PXI1Slot5/0),-0.556494351,0.00001113,100000
,,,
Data,,,
Voltage,Time,,
0.016017884,-0.556494351,,
0.012664797,-0.556483221,,
0.017359119,-0.556472091,,
0.018700354,-0.556460961,,
0.015347267,-0.556449831,,
0.016017884,-0.556438701,,
0.016017884,-0.556427571,,
0.014676649,-0.556416441,,
0.016688501,-0.556405311,,
0.015347267,-0.556394181,,
0.014006032,-0.556383051,,
0.015347267,-0.556371921,,
0.016017884,-0.556360791,,
0.018029736,-0.556349661,,
0.016017884,-0.556338531,,
0.020041588,-0.556327401,,
0.016017884,-0.556316271,,
0.014676649,-0.556305141,,
0.015347267,-0.556294011,,
0.013335414,-0.556282881,,
0.013335414,-0.556271751,,
0.015347267,-0.556260621,,
0.014006032,-0.556249491,,
0.014676649,-0.556238361,,
0.016688501,-0.556227231,,
0.01199418,-0.556216101,,
0.018029736,-0.556204971,,
0.016688501,-0.556193841,,
0.016017884,-0.556182711,,
0.014676649,-0.556171581,,
0.017359119,-0.556160451,,
0.018700354,-0.556149321,,
0.018700354,-0.556138191,,
0.018700354,-0.556127061,,
0.016017884,-0.556115931,,
0.017359119,-0.556104801,,
0.019370971,-0.556093671,,
0.016017884,-0.556082541,,
0.014676649,-0.556071411,,
0.019370971,-0.556060281,,
0.016017884,-0.556049151,,
0.014676649,-0.556038021,,
0.020712206,-0.556026891,,
0.018029736,-0.556015761,,
0.015347267,-0.556004631,,
0.016017884,-0.555993501,,
0.018700354,-0.555982371,,
0.020041588,-0.555971241,,
0.019370971,-0.555960111,,
0.014006032,-0.555948981,,
0.017359119,-0.555937851,,
0.019370971,-0.555926721,,
0.018700354,-0.555915591,,
0.017359119,-0.555904461,,
0.016017884,-0.555893331,,
0.014676649,-0.555882201,,
0.017359119,-0.555871071,,
0.020041588,-0.555859941,,
0.018700354,-0.555848811,,
0.018029736,-0.555837681,,
0.019370971,-0.555826551,,
0.014006032,-0.555815421,,
0.020041588,-0.555804291,,
0.020041588,-0.555793161,,
0.020712206,-0.555782031,,
0.015347267,-0.555770901,,
0.018700354,-0.555759771,,
0.020041588,-0.555748641,,
0.016688501,-0.555737511,,
0.016017884,-0.555726381,,
0.020041588,-0.555715251,,
0.016017884,-0.555704121,,
0.018700354,-0.555692991,,
0.021382823,-0.555681861,,
0.014676649,-0.555670731,,
0.016017884,-0.555659601,,
0.017359119,-0.555648471,,
0.019370971,-0.555637341,,
0.020712206,-0.555626211,,
0.017359119,-0.555615081,,
0.018700354,-0.555603951,,
0.00931171,-0.555592821,,
0.022053441,-0.555581691,,
0.018029736,-0.555570561,,
0.017359119,-0.555559431,,
0.017359119,-0.555548301,,
0.018700354,-0.555537171,,
0.017359119,-0.555526041,,
0.014676649,-0.555514911,,
0.020712206,-0.555503781,,
0.014676649,-0.555492651,,
0.016688501,-0.555481521,,
0.018700354,-0.555470391,,
0.019370971,-0.555459261,,
0.016017884,-0.555448131,,
0.018700354,-0.555437001,,
0.015347267,-0.555425871,,
0.022053441,-0.555414741,,
0.017359119,-0.555403611,,
0.016688501,-0.555392481,,
0.016017884,-0.555381351,,
0.017359119,-0.555370221,,
0.016688501,-0.555359091,,
0.018700354,-0.555347961,,
0.017359119,-0.555336831,,
0.014676649,-0.555325701,,
0.016688501,-0.555314571,,
0.016688501,-0.555303441,,
0.018029736,-0.555292311,,
0.018029736,-0.555281181,,
0.017359119,-0.555270051,,
0.018029736,-0.555258921,,
0.016017884,-0.555247791,,
0.011323562,-0.555236661,,
0.016017884,-0.555225531,,
0.014006032,-0.555214401,,
0.018029736,-0.555203271,,
0.014676649,-0.555192141,,
0.016688501,-0.555181011,,
0.018029736,-0.555169881,,
0.017359119,-0.555158751,,
0.018700354,-0.555147621,,
0.018700354,-0.555136491,,
0.020041588,-0.555125361,,
0.020712206,-0.555114231,,
0.019370971,-0.555103101,,
0.014676649,-0.555091971,,
0.015347267,-0.555080841,,
0.016017884,-0.555069711,,
0.017359119,-0.555058581,,
0.018700354,-0.555047451,,
0.018700354,-0.555036321,,
0.018029736,-0.555025191,,
0.017359119,-0.555014061,,
0.022053441,-0.555002931,,
0.018700354,-0.554991801,,
0.019370971,-0.554980671,,
0.020041588,-0.554969541,,
0.022053441,-0.554958411,,
0.018700354,-0.554947281,,
0.024065293,-0.554936151,,
0.018029736,-0.554925021,,
0.020041588,-0.554913891,,
0.016017884,-0.554902761,,
0.018700354,-0.554891631,,
0.018029736,-0.554880501,,
0.020041588,-0.554869371,,
0.020712206,-0.554858241,,
0.019370971,-0.554847111,,
0.018029736,-0.554835981,,
0.017359119,-0.554824851,,
0.016017884,-0.554813721,,
0.020712206,-0.554802591,,
0.018700354,-0.554791461,,
0.017359119,-0.554780331,,
0.020712206,-0.554769201,,
0.018029736,-0.554758071,,
0.022053441,-0.554746941,,
0.018029736,-0.554735811,,
0.020041588,-0.554724681,,
0.018700354,-0.554713551,,
0.020041588,-0.554702421,,
0.020712206,-0.554691291,,
0.016688501,-0.554680161,,
0.016017884,-0.554669031,,
0.018700354,-0.554657901,,
0.017359119,-0.554646771,,
0.017359119,-0.554635641,,
0.020041588,-0.554624511,,
0.021382823,-0.554613381,,
0.016017884,-0.554602251,,
0.017359119,-0.554591121,,
0.018700354,-0.554579991,,
0.014006032,-0.554568861,,
0.013335414,-0.554557731,,
0.020712206,-0.554546601,,
0.018700354,-0.554535471,,
0.017359119,-0.554524341,,
0.016017884,-0.554513211,,
0.014006032,-0.554502081,,
0.015347267,-0.554490951,,
0.015347267,-0.554479821,,
0.018029736,-0.554468691,,
0.017359119,-0.554457561,,
0.015347267,-0.554446431,,
0.014006032,-0.554435301,,
0.012664797,-0.554424171,,
0.017359119,-0.554413041,,
0.018029736,-0.554401911,,
0.018700354,-0.554390781,,
0.018029736,-0.554379651,,
0.019370971,-0.554368521,,
0.020041588,-0.554357391,,
0.016017884,-0.554346261,,
0.016688501,-0.554335131,,
0.016688501,-0.554324001,,
0.017359119,-0.554312871,,
0.021382823,-0.554301741,,
0.016688501,-0.554290611,,
0.021382823,-0.554279481,,
0.018029736,-0.554268351,,
0.017359119,-0.554257221,,
0.020041588,-0.554246091,,
0.014006032,-0.554234961,,
0.020712206,-0.554223831,,
0.017359119,-0.554212701,,
0.015347267,-0.554201571,,
0.017359119,-0.554190441,,
0.018029736,-0.554179311,,
0.016017884,-0.554168181,,
0.017359119,-0.554157051,,
0.020041588,-0.554145921,,
0.017359119,-0.554134791,,
0.016017884,-0.554123661,,
0.019370971,-0.554112531,,
0.020712206,-0.554101401,,
0.022053441,-0.554090271,,
0.014006032,-0.554079141,,
0.018029736,-0.554068011,,
0.015347267,-0.554056881,,
0.018029736,-0.554045751,,
0.019370971,-0.554034621,,
0.016688501,-0.554023491,,
0.014676649,-0.554012361,,
0.020041588,-0.554001231,,
0.018029736,-0.553990101,,
0.018029736,-0.553978971,,
0.018700354,-0.553967841,,
0.016017884,-0.553956711,,
0.020041588,-0.553945581,,
0.015347267,-0.553934451,,
0.015347267,-0.553923321,,
0.018029736,-0.553912191,,
0.022724058,-0.553901061,,
0.017359119,-0.553889931,,
0.025406527,-0.553878801,,
0.017359119,-0.553867671,,
0.016688501,-0.553856541,,
0.016017884,-0.553845411,,
0.016688501,-0.553834281,,
0.018029736,-0.553823151,,
0.014006032,-0.553812021,,
0.020712206,-0.553800891,,
0.019370971,-0.553789761,,
0.020712206,-0.553778631,,
0.023394675,-0.553767501,,
0.016688501,-0.553756371,,
0.015347267,-0.553745241,,
0.019370971,-0.553734111,,
0.014006032,-0.553722981,,
0.018029736,-0.553711851,,
0.025406527,-0.553700721,,
0.016017884,-0.553689591,,
0.021382823,-0.553678461,,
0.018700354,-0.553667331,,
0.017359119,-0.553656201,,
0.020041588,-0.553645071,,
0.019370971,-0.553633941,,
0.017359119,-0.553622811,,
0.018029736,-0.553611681,,
0.018700354,-0.553600551,,
0.018029736,-0.553589421,,
0.016688501,-0.553578291,,
0.021382823,-0.553567161,,
0.020712206,-0.553556031,,
0.020712206,-0.553544901,,
0.020041588,-0.553533771,,
0.020041588,-0.553522641,,
0.018029736,-0.553511511,,
0.018700354,-0.553500381,,
0.021382823,-0.553489251,,
0.016688501,-0.553478121,,
0.016017884,-0.553466991,,
0.019370971,-0.553455861,,
0.018029736,-0.553444731,,
0.018029736,-0.553433601,,
0.017359119,-0.553422471,,
0.017359119,-0.553411341,,
0.016688501,-0.553400211,,
0.017359119,-0.553389081,,
0.016688501,-0.553377951,,
0.017359119,-0.553366821,,
0.016017884,-0.553355691,,
0.018700354,-0.553344561,,
0.018029736,-0.553333431,,
0.018700354,-0.553322301,,
0.016017884,-0.553311171,,
0.018700354,-0.553300041,,
0.01199418,-0.553288911,,
0.019370971,-0.553277781,,
0.015347267,-0.553266651,,
0.017359119,-0.553255521,,
0.014676649,-0.553244391,,
0.019370971,-0.553233261,,
0.013335414,-0.553222131,,
0.018029736,-0.553211001,,
0.016017884,-0.553199871,,
0.016017884,-0.553188741,,
0.015347267,-0.553177611,,
0.016017884,-0.553166481,,
0.017359119,-0.553155351,,
0.014676649,-0.553144221,,
0.016688501,-0.553133091,,
0.014676649,-0.553121961,,
0.014006032,-0.553110831,,
0.018700354,-0.553099701,,
0.014676649,-0.553088571,,
0.018700354,-0.553077441,,
0.016017884,-0.553066311,,
0.015347267,-0.553055181,,
0.014676649,-0.553044051,,
0.013335414,-0.553032921,,
0.018029736,-0.553021791,,
0.015347267,-0.553010661,,
0.017359119,-0.552999531,,
0.014006032,-0.552988401,,
0.014006032,-0.552977271,,
0.014676649,-0.552966141,,
0.019370971,-0.552955011,,
0.015347267,-0.552943881,,
0.016017884,-0.552932751,,
0.020041588,-0.552921621,,
0.020041588,-0.552910491,,
0.016688501,-0.552899361,,
